gene,baseMean_A,log2FoldChange_A,lfcSE_A,pvalue_A,padj_A,compared_condition_A,gene_wb,baseMean_B,log2FoldChange_B,lfcSE_B,pvalue_B,padj_B,compared_condition_B
cpt-2,153.6731405304765,-2.308300584721317,0.4593305714565696,1.2657414304451092e-8,7.911775307486472e-7,A,R07H5.2,153.6731405304765,-1.454272567612082,0.7006526796829617,3.643100899557313e-4,0.01703079067812432,B
vap-1,75.7214189561285,4.277465478637916,0.8313980097569674,1.423589496818745e-8,8.856855402170453e-7,A,F11C7.3,75.7214189561285,3.9693352707176874,0.9613307616001637,1.7241435542037702e-6,2.188936358658071e-4,B
pcp-2,55.711077396321855,3.9869105646942344,0.7675314615092342,1.4704250274323871e-8,9.105692472202233e-7,A,F23B2.12,55.711077396321855,5.636690838310711,1.3567585256838597,1.1694073006475887e-7,2.3905460090017912e-5,B
F10C1.9,32.5466748971621,4.255323617297334,0.8278675512568215,1.492456651033426e-8,9.156943710534117e-7,A,F10C1.9,32.5466748971621,3.1424347217992006,1.0217162081704954,4.310487989800455e-5,0.003332615105447647,B
prx-5,57.516524664578824,-2.1488993853310867,0.43711129177655506,1.56500562599607e-8,9.558020598399852e-7,A,C34C6.6,57.516524664578824,-1.1522457794490975,0.7065808828801566,8.457967321149381e-4,0.03301344461501058,B
pmp-4,32.5569631275726,-3.4885372911273347,0.6760373646980568,2.2576298415266825e-8,1.335914831559389e-6,A,T02D1.5,32.5569631275726,-1.9286053765366926,1.1170137024874343,6.555271603096645e-4,0.027357484707594682,B
hpo-15,35.29552193297781,4.013122370722403,0.7926991571430937,2.7367546719095633e-8,1.5571432351198258e-6,A,C24G6.6,35.29552193297781,3.4525954363374938,0.7922795224168093,1.395835469956501e-6,1.829909956863626e-4,B
cyp-35A2,33.299839744801275,-3.900596344634617,0.7732147759649254,3.2521697063161736e-8,1.8425271263784485e-6,A,C03G6.15,33.299839744801275,-2.0410464090481306,1.3379775928609725,8.596144079407595e-4,0.03333700763399839,B
cyp-32B1,45.774985582643666,-5.1919942784528494,1.1047109653571572,3.636625392419732e-8,2.034371028347744e-6,A,Y5H2B.5,45.774985582643666,-4.245954812849975,1.4711096675230526,1.7925364836322837e-5,0.00165036507855641,B
clec-265,48.620429485629295,4.084206599336058,0.8231016207799342,4.1435582332189805e-8,2.3082566659865065e-6,A,M02F4.7,48.620429485629295,3.3879093742872026,1.140163820004229,4.185220151719135e-5,0.0032566413064441606,B
hrg-1,118.22892514931765,-2.8965380671488585,0.599791046125297,8.234237206493144e-8,4.3161666994980205e-6,A,R02E12.6,118.22892514931765,-2.4622957552864224,0.740309099853547,3.788057047098268e-5,0.0030188033058463123,B
T20D3.2,417.504791797788,2.263647484088338,0.49436002568631265,9.719281820465995e-8,5.01560147898001e-6,A,T20D3.2,417.504791797788,1.1882934988186098,0.7847851290388044,0.0010745363463114837,0.0397545486897632,B
dhs-18,164.20349876996607,-2.5365063530292313,0.5415913254668215,9.764724425132881e-8,5.0195961774602e-6,A,C45B11.3,164.20349876996607,-2.8772177145580757,0.5871527498537411,2.306130766613129e-7,4.214279269109235e-5,B
F10D2.10,30.33609037960404,-2.6850506911042396,0.5676614507326542,9.938117793112413e-8,5.0890807806730255e-06,A,F10D2.10,30.33609037960404,-1.5734721373814475,0.962018904523091,8.307864409678041e-4,0.032745474720629685,B
dpyd-1,121.47564978069381,2.7260729687792,0.5769167004591463,1.0726330343935411e-7,5.409483416634699e-6,A,C25F6.3,121.47564978069381,1.992392306790968,0.7577571142876225,1.4141299102334243e-4,0.008007427627852268,B
asp-2,755.1570792600626,2.4698987437151616,0.5328802616928587,1.0852513431302475e-7,5.452466559409855e-6,A,T18H9.2,755.1570792600626,1.9090091867534733,0.7168613736791675,1.329400740510949e-4,0.007745846536861139,B
mul-1,37.91827853381765,3.212715256419225,0.6678590376261452,1.1008484789508057e-7,5.4893994939142426e-6,A,F49F1.6,37.91827853381765,2.373584793348048,0.9611343571520365,1.7259863734555853e-4,0.009505535000113158,B
Y26G10.7,250.60872429844656,-3.873376576074119,0.8123075675102818,1.1654952844652732e-7,5.7685517536693855e-6,A,Y26G10.7,250.60872429844656,-2.6868000793031466,1.1974001503969938,2.076326625498671e-4,0.010794213547473909,B
C16E9.1,254.06047323046204,1.8320410730319796,0.41696004937186676,1.2888790843005437e-7,6.308873576609352e-6,A,C16E9.1,254.06047323046204,1.3344852998361003,0.5937976359769396,2.6142543075726257e-4,0.0131377171681806,B
fbxa-44,20.555134878494922,4.557249587011548,0.9988770840126127,1.4862566124588362e-7,7.195643832100707e-6,A,F09C6.2,20.555134878494922,4.586707499100586,1.4318396769962574,6.928151771085696e-6,7.52796743342924e-4,B
F12A10.1,13.806468880181292,-5.079716479634482,1.160121392728221,1.622641285092098e-7,7.771167650977049e-6,A,F12A10.1,13.806468880181292,-3.198958275714443,1.014544760637129,3.615144738763143e-5,0.002906817379614818,B
R07E3.4,136.8266982303767,-2.561552758166624,0.5628622605081661,1.8171654040254016e-7,8.549024801835406e-6,A,R07E3.4,136.8266982303767,-2.0449736091214623,0.7719153619304124,1.3646638072063578e-4,0.00780057354441511,B
ltah-1.2,115.1566617639794,3.230440733990189,0.6886305586657988,1.8504488192256911e-7,8.644517747077493e-6,A,ZC416.6,115.1566617639794,2.9667166176731263,0.8115942610161859,1.5481519547961307e-5,0.0014937808581436905,B
D1054.8,57.88348658688662,2.615369666941135,0.5776688031309735,2.1730829654285303e-7,9.908365274560086e-6,A,D1054.8,57.88348658688662,2.0397485583157304,0.6912879761851705,7.973626076157616e-5,0.005142775620563477,B
K08D8.4,16.20192402140307,5.172534815584211,1.2134189790887233,2.2316845314461606e-7,1.0106342806691899e-5,A,K08D8.4,16.20192402140307,3.2510971333921797,1.3249865467796254,9.967876957462056e-5,0.00604133487356532,B
lnp-1,74.4123953635415,-1.987232077741824,0.46450707402902536,2.506940999827373e-7,1.1276152862061364e-5,A,C05E11.1,74.4123953635415,-1.195960573737673,0.7113042891464094,7.63656273672888e-4,0.031011644164204388,B
F52E1.14,94.94181073248357,3.50312850648903,0.7580171189407595,2.5216040322895987e-7,1.1292359105464669e-5,A,F52E1.14,94.94181073248357,1.7953768185714716,1.2215390777139237,0.0010657551163736625,0.039550992180254596,B
cpr-3,73.33367470711971,2.8666009108533443,0.6449650423018105,4.097529354815232e-7,1.6889939885452013e-5,A,T10H4.12,73.33367470711971,2.585098638966204,0.7742714191003564,3.577779693091172e-5,0.0028960805958639347,B
B0554.5,10.365387375516274,4.772692532566265,1.1265945632715346,4.129226611236271e-7,1.696806268580238e-5,A,B0554.5,10.365387375516274,3.7726590005884137,1.5330292001781791,5.556290784609361e-5,0.003986099161400102,B
K12H4.7,168.26625638858184,2.9236489836762547,0.6600567224268772,4.5726479809031176e-7,1.856104732248296e-5,A,K12H4.7,168.26625638858184,2.9911978028881823,0.7917445753906889,1.1417374739522935e-5,0.0011669911587575096,B
nlt-1,467.58353988055933,-1.934341068126813,0.47135167862529725,5.190669524932871e-7,2.0753325542028904e-5,A,ZK892.2,467.58353988055933,-1.3306755901592515,0.7020622579658126,5.056238047656569e-4,0.021976051376604622,B
nmy-3,32.506266075588364,2.941729519058321,0.6712779130544685,5.591313910274393e-7,2.202448325485008e-5,A,Y11D7A.14,32.506266075588364,1.6845649468280726,1.0061476467318757,7.618933010015388e-4,0.031011644164204388,B
clec-43,21.603146353327183,4.920909560352094,1.2144134528378898,6.577563868510555e-7,2.5175651287874914e-5,A,R07C3.1,21.603146353327183,4.225438947224368,1.5912387770230665,2.452709447729078e-5,0.0021646333971605085,B
F42G4.5,34.11889703767076,3.1090133042120693,0.717310339132627,7.438621724125399e-7,2.7819609448035267e-5,A,F42G4.5,34.11889703767076,2.5588839423381815,0.8572150650696851,6.935418186149949e-5,0.004691297451218261,B
clec-33,16.410859671597834,4.938067046043027,1.2406963469011487,8.17442112925078e-7,2.9939191106854353e-5,A,F49A5.7,16.410859671597834,3.2983823817037803,1.634051103895526,1.537913783452219e-4,0.008587397288063525,B
ZK596.1,92.15320079161158,3.1707710066565573,0.7417296281387017,9.540134240065752e-7,3.442204533122911e-5,A,ZK596.1,92.15320079161158,4.089086407166446,0.7740184604414323,9.267125225269047e-9,2.726117008340731e-6,B
ifc-1,180.36056748175363,3.173759595793993,0.7516313789535349,1.1601454051408283e-6,4.097128892319626e-5,A,F37B4.2,180.36056748175363,4.1152484994832355,0.8032325040790332,2.05120656498692e-8,5.216520588445672e-6,B
F08F3.10,26.435291495977747,3.5267867405029754,0.8365992467555853,1.2073225676585894e-6,4.241238170397483e-5,A,F08F3.10,26.435291495977747,2.211979294893057,0.9861110726494727,2.6007454702913684e-4,0.013133304972064946,B
phat-6,77.8124226074532,3.160450001656772,0.7587004176748741,1.4229486891782732e-6,4.820646017231433e-5,A,T10B10.6,77.8124226074532,2.6228308936443483,0.9656846874642675,1.0576313052274329e-4,0.0063780455861740335,B
nspc-7,55.48301569170469,3.158749671509485,0.7624624619169996,1.5444559078440084e-6,5.192647968948265e-5,A,C03G5.2,55.48301569170469,4.190755731630663,1.4458527657798035,1.8980874162406623e-5,0.00173430547933929,B
cpr-5,863.4882414104401,3.421041815348267,0.8250127159869194,1.5678164502063002e-6,5.2318810557816426e-5,A,W07B8.5,863.4882414104401,1.7979224580787656,1.3384698662611556,0.0013160815220452414,0.04654914732371747,B
clec-7,24.689478093518872,4.692266527937823,1.2147856304313092,1.6052659513113015e-6,5.3431277189396664e-05,A,F10G2.3,24.689478093518872,3.0444172572439805,1.151027484260971,9.125276772104379e-5,0.005702588764163259,B
lys-4,92.73986985418536,3.823298373422637,0.9374586869779964,1.7447002056481805e-6,5.6933672887254595e-5,A,F58B3.1,92.73986985418536,2.6301380822921354,1.4488074961202675,3.802198334238366e-4,0.017503173324140815,B
clec-85,49.746744565860894,2.82129549224049,0.6955803239339267,1.7615907218521491e-6,5.706525272686013e-5,A,Y54G2A.6,49.746744565860894,2.7141092554480943,0.94749743362680106,7.966802201829932e-5,0.005142775620563477,B
T19C4.1,15.878626891873866,4.538044032896868,1.169611116831781,1.8132191703908203e-6,5.831207737822073e-5,A,T19C4.1,15.878626891873866,2.5332627058544626,1.8333681447728103,6.100456420049973e-4,0.025856369546140637,B
F25A2.1,7.42543886042618,4.759549553740487,1.2624229694064462,1.956533071194038e-6,6.217012245794134e-5,A,F25A2.1,7.42543886042618,3.11339763854057,1.912554681815057,2.4846926176470764e-4,0.01264467411875164,B
F28B4.3,236.40549360109281,2.4366995666654367,0.6214396700721945,1.9851403938682496e-6,6.292895048562351e-5,A,F28B4.3,236.40549360109281,2.416435642908079,0.7260432940197868,3.804478090445564e-5,0.0030188033058463123,B
fat-5,135.5229719594371,-2.0377786049761992,0.5365246992190844,2.0735827518625478e-6,6.526638477138998e-5,A,W06D12.3,135.5229719594371,-4.575032643631751,0.5970969639965696,7.625998759491813e-16,1.177281717495656e-12,B
acox-1.6,24.08505777020272,-3.4237102586758326,0.8441795822402859,2.1535036126106317e-6,6.746293434893635e-5,A,F59F4.1,24.08505777020272,-2.880208735077825,1.1096745333299403,1.1027876181284399e-4,0.006584515575369858,B
asp-5,994.9447804185896,2.549240539541706,0.650375871361607,2.2621310342632647e-6,7.069956007084767e-5,A,F21F8.3,994.9447804185896,3.381832313127355,0.6774494500263006,9.808903265066544e-8,2.1125925407137068e-5,B
cbl-1,88.77898681288619,2.710962096039291,0.6890529878384738,2.5057844482677337e-6,7.722688459314028e-5,A,C12C8.2,88.77898681288619,3.655054918318166,0.7677699025266899,2.1564412867052847e-7,4.0013597475311445e-5,B
gst-26,39.94023063045647,3.187752710748048,0.7971845952094885,2.5851517384122983e-6,7.912347182809504e-5,A,Y53F4B.29,39.94023063045647,2.0830083618661677,1.4758208206034278,9.785164240674318e-4,0.03734774237556106,B
pho-13,15.943146154075297,4.199657299174787,1.094057725392738,2.886815695364298e-6,8.735241856381878e-5,A,F07H5.9,15.943146154075297,3.5662432987683412,1.6330591455090766,9.512258745059452e-5,0.005841460202770188,B
M7.12,34.65328389009012,2.982688233383037,0.7698323841098632,3.6970441471389025e-6,1.0750627334406606e-4,A,M7.12,34.65328389009012,3.193857464938385,0.8605507418010494,1.1718367476960735e-5,0.0011876910095766674,B
Y32F6A.5,365.88832597140055,1.6101482597893484,0.44134087474682004,3.8091028257350074e-6,1.0989199507484839e-4,A,Y32F6A.5,365.88832597140055,1.7802211962370842,0.5131012607607665,2.5197549386970808e-5,0.0022022292982337315,B
F13D12.6,599.7506534781264,2.2162634792751,0.6014038411497722,3.841306449779284e-6,1.1046037596622329e-4,A,F13D12.6,599.7506534781264,2.2165204717108544,0.7122492443320367,5.909262884182868e-5,0.00416793097345787,B
F14D7.6,143.6855074290594,2.9079600700111357,0.7554617427042667,3.8839026517224935e-6,1.1144456876084758e-4,A,F14D7.6,143.6855074290594,2.82493028546656,0.9409750946436547,5.981684497697277e-5,0.004194482367832957,B
cyp-33B1,16.654983133508146,-4.148489640196655,1.1069947528073085,3.971559079755904e-6,1.1274485626411536e-4,A,C25E10.2,16.654983133508146,-2.227999605773871,1.6498183213774702,9.098307361801923e-4,0.035059004821307665,B
W02G9.4,40.09010471603714,3.5165761544513816,0.9120029739987696,4.10723649700276e-6,1.1512367730756788e-4,A,W02G9.4,40.09010471603714,5.504318918016284,1.323154601202101,1.469977468223556e-7,2.814190197499097e-5,B
clec-67,50.496387679006574,3.0041873998310433,0.7837599495447093,4.291508279264196e-6,1.1903571089609064e-4,A,F56D6.2,50.496387679006574,2.208859144428059,1.5081652346927161,8.25381042556979e-4,0.03263908444026139,B
zig-2,63.46505943431588,2.810729791229025,0.7395780289308881,4.335125706950581e-6,1.197466051085893e-4,A,F42F12.2,63.46505943431588,3.869359341410817,1.3053282266032349,2.5740713792808478e-5,0.002233516180252252,B
C07D8.6,372.25185736093385,1.571516729184519,0.4380205247836342,5.136646458298957e-6,1.3984907815948913e-4,A,C07D8.6,372.25185736093385,1.7497183674976782,0.5104665737190689,2.7371279479706202e-5,0.0023580357271766896,B
C23H5.8,150.8833693828287,3.3179442051663908,0.8885257984756182,6.217347721140623e-6,1.6588730973800852e-4,A,C23H5.8,150.8833693828287,3.0261285710517516,1.114709811516715,8.341004355244202e-5,0.005294781764663175,B
C14C11.4,37.03260343746903,3.5176744669362727,0.9548789934185024,6.9925848040660865e-6,1.8362775952926208e-4,A,C14C11.4,37.03260343746903,4.258218284507561,1.040054678759006,1.3262350833658013e-6,1.772566657398659e-4,B
T03F6.9,35.97804735362541,3.59974351199754,0.9828245726920438,7.23921906506149e-6,1.8935749043659858e-4,A,T03F6.9,35.97804735362541,3.352516529076621,1.6315623446924132,1.3944067601122972e-4,0.00793299053477095,B
haf-4,48.67221817164796,1.8396692399690848,0.5371121096734235,8.388139645138985e-6,2.1685376938908825e-4,A,W04C9.1,48.67221817164796,1.8151872535013391,0.6939294454556135,1.4335743566235888e-4,0.00807959827814818,B
K08D8.3,135.7486626537753,3.2712275049252644,0.9022898510480832,8.70870639984734e-6,2.225484011661564e-4,A,K08D8.3,135.7486626537753,5.041623240052441,1.023509355161984,1.3067493426072206e-8,3.5819781411785655e-6,B
F14F9.2,282.64739244376744,-4.166904636590492,1.2115248097388172,9.145128390547757e-6,2.319204559842911e-4,A,F14F9.2,282.64739244376744,-2.444822199266788,1.8390026057632891,6.990981758791689e-4,0.02877755323985889,B
phat-3,109.60520212590353,3.5465993547043277,0.9980665664468464,1.014868435657973e-5,2.5208877523041516e-4,A,C49G7.4,109.60520212590353,3.072123053381781,1.3070729294720174,1.3409700847637063e-4,0.007775692400161087,B
R10H10.3,147.6358987193561,3.0142793164949837,0.8723625737189089,1.4308838232972185e-5,3.390721233338819e-4,A,R10H10.3,147.6358987193561,3.2340614844774906,1.0080579761631108,3.191465007283751e-5,0.002661643153840243,B
F41G4.8,50.95976029021909,1.9541945143413948,0.5975000745045708,1.5417614029838516e-5,3.5949231732621716e-4,A,F41G4.8,50.95976029021909,2.0695547310649487,0.6968064854544681,7.704009463184783e-5,0.00504989446388433,B
ZK228.3,50.163575259082194,3.2655091772959217,0.970948389888523,1.870582397093179e-5,4.26454349912647e-4,A,ZK228.3,50.163575259082194,2.827277704607575,1.29811568423278,2.0548263111480811e-4,0.010794213547473909,B
F08D12.2,32.164484401668524,3.463987342598,1.0474058563564277,2.06315472648468e-5,4.640007099394768e-4,A,F08D12.2,32.164484401668524,3.1277650376671806,1.8174341684749813,2.3595704429579123e-4,0.012214068288633211,B
T19D12.4,120.6358756781989,1.5617652378269207,0.4827456963785228,2.098641427388338e-5,4.7039245731057806e-4,A,T19D12.4,120.6358756781989,1.776142112044287,0.6012213658182352,7.577481045730002e-5,0.005021538400689536,B
daf-28,711.6143307411555,2.341497984174429,0.7258987421331087,2.2063906196494703e-5,4.904154375628221e-4,A,Y116F11B.1,711.6143307411555,2.029200115839456,1.0074618225785072,3.9540634904801115e-4,0.017996211229690803,B
K01A6.7,118.22755244153939,-3.29987423375669,1.0017107742143776,2.2473883280202638e-5,4.970386744063421e-4,A,K01A6.7,118.22755244153939,-2.149389621908143,1.4970359295685831,8.988047267941766e-4,0.03474514041623258,B
cyp-25A1,7.365284165386832,-3.927335766315078,1.254546011816655,2.3911755469398863e-5,5.262167145778123e-4,A,C36A4.1,7.365284165386832,-3.311302360661844,2.0665127590208328,1.7970022389596796e-4,0.009807078734883573,B
T28C12.2,214.19617682922922,1.831548320804652,0.5942453850679577,3.064095067644763e-5,6.444764886354245e-4,A,T28C12.2,214.19617682922922,1.8923895386875897,0.7741943512654659,1.9476556110667153e-4,0.010394103683661792,B
kmo-1,34.38923512329016,3.4492071457553264,1.1005180211939833,3.2444463460448116e-5,6.749462289256348e-4,A,R07B7.5,34.38923512329016,3.757735287265852,0.7104238182496025,1.3944150849870367e-8,3.7373422977841448e-6,B
C24A3.4,20.370297849886683,-2.7022370215688962,0.8613769194473987,3.4373771454871174e-5,7.117455569986855e-4,A,C24A3.4,20.370297849886683,-2.1748109056018303,1.2673397907343906,5.989759053583699e-4,0.02552737948596219,B
T19B10.2,177.91453780073553,-2.2730590409982585,0.743906537429603,3.750023915181231e-5,7.657640859926826e-4,A,T19B10.2,177.91453780073553,-2.5988810478534767,0.873756918566745,6.962459528795861e-5,0.004691297451218261,B
T05F1.9,20.377954857316176,3.5804520117554826,1.1941801519176056,4.1955506859129464e-5,8.337248034663428e-4,A,T05F1.9,20.377954857316176,3.107527807041624,1.7935077919527305,2.4120827128898726e-4,0.012432534017164425,B
aakg-5,264.52806268137147,-1.469112976845655,0.47686578247239375,4.370824762783489e-5,8.608455753209967e-4,A,R53.7,264.52806268137147,-1.599259908424594,0.6436438228125132,1.7578912195724805e-4,0.009637239090574403,B
T01D1.4,191.62526403580486,-2.3449144471590255,0.7812415767075795,4.6016522899856865e-5,8.917961948889291e-4,A,T01D1.4,191.62526403580486,-2.6270351654441324,0.9021968887410715,7.658785397353044e-5,0.005047683643577873,B
fmo-3,46.45595006146885,-2.2915958163366628,0.7652319736134405,4.6095522345638604e-5,8.92028756554989e-4,A,Y39A1A.19,46.45595006146885,-3.161615953853907,0.7652148598358338,3.839212281613087e-6,4.368371634767495e-4,B
ZK6.6,31.617440407167305,3.3751907476853877,1.1286979437641014,4.783483858184273e-5,9.203367642755117e-4,A,ZK6.6,31.617440407167305,3.8994565378335997,1.9162100533407336,6.51786522355697e-5,0.004492112712075464,B
dod-22,10.860807440531405,3.6873167992481144,1.2814943424095158,5.101757014823051e-5,9.745307445531435e-4,A,F55G11.5,10.860807440531405,2.816370055846418,2.030700971918026,3.907573061547734e-4,0.01788460829748712,B
clec-1,488.63557706272917,1.5469852679437865,0.5155431923515356,5.122943274921035e-5,9.7717574158021e-4,A,F25B4.9,488.63557706272917,2.475244713720394,0.5260686979711102,6.32003938986866e-7,9.89947988067609e-5,B
ugt-46,47.79295633780488,1.9046292206896398,0.6545077341555693,5.610439003400548e-5,0.0010476491569603773,A,B0310.5,47.79295633780488,1.7477056266049935,0.9049829094301506,4.766797199096539e-4,0.020982606211059622,B
gst-38,32.89673735714075,2.892948081503016,0.9809528841220937,5.996612921924088e-5,0.0010997094275826075,A,F35E8.8,32.89673735714075,1.9791682064312854,1.5004336584911844,0.0011975830664885299,0.04337552361837285,B
fil-1,11.387618006010372,3.6785663339064403,1.3350772668831192,6.640779097804908e-5,0.001188378130486217,A,T01C3.4,11.387618006010372,3.662572767869853,1.7282294380995284,8.828362521892707e-5,0.005545775019611872,B
hsp-12.2,671.5041288457547,1.5562131895361546,0.5333045525874471,6.802221148111996e-5,0.0012107589888497743,A,C14B9.1,671.5041288457547,1.147935795870669,0.8212384080712792,0.0013799462831201948,0.0483823608160252,B
spp-23,359.0627260022435,3.9666624622450395,1.5367974863244964,6.89310318235121e-5,0.0012252974068067291,A,Y34D9A.11,359.0627260022435,21.427439750054276,2.0370589022345276,2.6001476683312947e-26,6.272076205548749e-23,B
C55B6.1,24.49878480221198,2.6338989879484114,0.9271390901227443,8.016611615376128e-5,0.0013890466729079346,A,C55B6.1,24.49878480221198,3.0006668482914076,0.9904743728054352,5.142788481599883e-5,0.0037592225379743144,B
Y49E10.18,37.044077569940555,2.537002492773377,0.9096213285519967,9.197903559678254e-5,0.001576073204550274,A,Y49E10.18,37.044077569940555,3.0452258116718847,1.0281435166696833,5.585364051708957e-5,0.003986099161400102,B
T05E12.6,81.58331671528099,2.503974485189176,0.9050832229833129,9.776991888492218e-5,0.0016564608816896243,A,T05E12.6,81.58331671528099,5.1697981245025995,1.390571345833157,9.850252939329655e-7,1.4313722976054817e-4,B
irg-3,113.34552162159981,2.212042312795097,0.8079822134970979,1.0209648613056277e-4,0.0017098271903676892,A,F53E10.4,113.34552162159981,3.718981672475004,0.888562490309143,1.9231443267318186e-6,2.3912416211043777e-4,B
ttr-5,38.93045203088479,-1.6305744777784805,0.5901190461903215,1.0717105867042446e-4,0.0017681232653507203,A,C40H1.5,38.93045203088479,-1.3042569694139476,0.8861580135283683,0.0011718403755551295,0.04273610086004102,B
F35E12.6,20.074227647240395,3.296830456453043,1.266073915322246,1.2072680532571148e-4,0.0019505612781839474,A,F35E12.6,20.074227647240395,2.5839446599641533,1.280504514461779,3.038574225088134e-4,0.015019772019995076,B
endu-2,366.67691676720864,2.380123582927667,0.8889291560157213,1.2509163892143548e-4,0.002006590458554207,A,M60.2,366.67691676720864,2.381371897746883,1.195753639954685,3.5681937800828757e-4,0.016948636239912447,B
clec-218,28.326466370091673,2.788878987290468,1.0805689094437678,1.5874934227112187e-4,0.002447730964015236,A,W02D7.2,28.326466370091673,3.229237519270242,1.158751886739872,6.38391226693738e-5,0.004425078497214468,B
tyr-4,81.20336087393105,1.691893562816759,0.6435956916838182,1.602237129823325e-4,0.0024633008252272224,A,C34G6.2,81.20336087393105,2.296911486818366,0.7365687486161143,5.801496686182229e-5,0.004115991266590816,B
R05H10.7,42.131175509631355,3.167486844032773,1.2666166755091879,1.6325166193944404e-4,0.00249258328791486,A,R05H10.7,42.131175509631355,2.4281861705304886,1.615290014706449,6.430898102543772e-4,0.026935957153727545,B
F01D4.8,122.01217485002678,-1.4018264921990806,0.5170871363909314,1.8290574041702478e-4,0.0027485406635578647,A,F01D4.8,122.01217485002678,-2.066233070356764,0.6065768576863546,3.22751926786624e-5,0.0026662404034064873,B
nlp-29,105.68630017919493,-2.021882801537539,0.7963075454809069,1.8936700991507594e-4,0.002826493688351257,A,B0213.4,105.68630017919493,-2.066510163292703,1.0693890524875203,4.470594431823429e-4,0.01982347038316999,B
ugt-22,151.27328183263498,-1.3488960368241611,0.4938234607050495,1.9319168272251595e-4,0.0028707076604548853,A,C08F11.8,151.27328183263498,-1.45588690517237,0.756999670434762,4.8351953547311216e-4,0.02112945332370002,B
Y34B4A.5,16.399393312994462,2.682688429753413,1.1220219593707075,2.6233572844093435e-4,0.0037355485438102676,A,Y34B4A.5,16.399393312994462,3.2893369493120916,1.0253783033312323,3.055878230930515e-5,0.002577408905122583,B
gst-14,38.01698660281632,2.5631290932234014,1.0849600991764647,2.9195847796917193e-4,0.004074565173670393,A,F37B1.3,38.01698660281632,5.211525137321274,1.4272605423409035,1.0793575211413738e-6,1.531544830880719e-4,B
F01D5.2,20.151752626776403,2.7284542639986227,1.1763785246206178,3.0651530911333404e-4,0.0042421463882899475,A,F01D5.2,20.151752626776403,4.495579542698966,1.572091270697699,1.3050251143718037e-5,0.0013008188350775475,B
tag-10,59.59998594456148,2.088415524801158,0.8802970112807555,3.114045350342463e-4,0.004296414486472493,A,C31C9.1,59.59998594456148,1.747519347543103,1.23088323902081,0.001186174704021507,0.043091726220492156,B
C17C3.1,161.7833559843016,-1.5082196192187796,0.605994112019769,3.12427291060843e-4,0.0043016100860228165,A,C17C3.1,161.7833559843016,-1.562516090104712,0.9161475428555554,7.283965892700147e-4,0.029881602936005603,B
nep-17,781.1671980780388,1.117847171724442,0.40126422171220977,3.3734614015136705e-4,0.004587769673110624,A,F54F11.2,781.1671980780388,1.387495649582157,0.606036688920586,2.4327682726654984e-4,0.01247625626018446,B
acds-10,203.82751145736174,-1.2869139034958033,0.4966412750158477,3.57039487885815e-4,0.004816234794034186,A,K09H11.1,203.82751145736174,-1.2983160836161372,0.7949282021655312,8.417989221597078e-4,0.03296408052002674,B
gst-16,55.03462148120887,2.23994134588521,0.974896838579084,3.743561259102761e-4,0.0050294424423505705,A,F37B1.5,55.03462148120887,1.9023835264856521,1.2793314013197092,9.855812256139825e-4,0.03749872290892821,B
asp-14,506.0872154847124,1.6874120073307006,0.732328676374018,4.58544837647237e-4,0.005910034819395269,A,K10C2.3,506.0872154847124,4.765693183749233,1.1953801860492557,8.9110139807367e-7,1.3106797514837235e-4,B
grsp-1,128.02458910303383,1.8683457234874892,0.835369212943586,5.024925931476026e-4,0.006395971687540327,A,Y43F8C.20,128.02458910303383,3.71201312101858,0.8211497430190201,5.649756284161326e-7,8.966014545167072e-5,B
clec-64,15.351723166767673,2.3139805768485755,1.0645822853025533,5.12613134647935e-4,0.006487577257321869,A,F35C5.7,15.351723166767673,3.800062027075364,1.6345635882984548,6.158757019738294e-5,0.004293686035552808,B
Y43C5A.3,246.0376635310266,-1.7914240144478162,0.7998444924194071,5.191230543133549e-4,0.00654507987228031,A,Y43C5A.3,246.0376635310266,1.720604902894008,1.155461432073351,0.001058896108656129,0.03941773446451102,B
pgp-6,76.90068386205154,1.881065208871317,0.852485915938006,5.461723872389096e-4,0.006805520587976467,A,T21E8.1,76.90068386205154,2.1877124137467643,1.1225433874023378,4.1688705202492794e-4,0.01883174057854927,B
T25C12.3,130.08599624725858,1.0834040519194232,0.4056073692395248,5.471805247043164e-4,0.006805520587976467,A,T25C12.3,130.08599624725858,2.0362773219458337,0.4662789210797094,2.0835728113630616e-6,2.538380977560594e-4,B
nspc-9,85.04115440994616,1.7879743485841952,0.8063462913683079,5.566402791972931e-4,0.006894054583472335,A,F42F12.1,85.04115440994616,3.9667832467665747,1.3159388642569965,2.126569866931836e-5,0.001899893271486287,B
aex-4,5.455662360374603,3.086114831392467,1.7678715012111728,6.321633324368447e-4,0.007672399825035689,A,T14G12.2,5.455662360374603,1.8590537004524887,2.0853155749523604,0.0012921183997550711,0.04610721899244353,B
tag-244,10.645397227950424,2.6814503254060096,1.3433554304817328,6.462765886030016e-4,0.007786901810552365,A,C34H4.3,10.645397227950424,1.9631613496673033,1.5002048880824068,0.001229873360802599,0.04427911225265715,B
nspc-13,59.03099400315294,2.007919788220679,0.9552931223741066,6.98102679514568e-4,0.008254475199872964,A,F42F12.6,59.03099400315294,3.942492509987755,1.6099744118809978,4.510600079133204e-5,0.003421531292731168,B
